p e c
0.633506198824011 0.0030388967661585 1.16080282467442
0.804084007885468 0.0294458725987054 1.07966068781961
0.226659067736119 0.0566516491037563 1.03687938185752
0.713188285221951 0.011909867304152 1.0643825232025
0.799800345825661 0.116599179408691 0.989655352611364
0.177851648267741 0.193416074422087 0.995986478019837
0.134865718538066 0.0372796651222336 1.053556554736
0.982509033692364 0.00204745757571438 1.16697603376634
0.166094127232734 0.0563502223922193 1.07502012903259
0.0464338109861847 0.00215928307193821 1.12549509601497
0.98600047223524 0.526888169808933 0.895297626624004
0.874660445976439 0.203982856711922 0.967282375186712
0.768109936966039 0.0101127218068674 1.07592995748624
0.678823341161384 0.00159926734251364 1.21303786774514
0.726924405620563 0.00146156799029193 1.14523780728221
0.995662620772606 0.302747288593931 0.875755894151554
0.844233998748155 0.0036486675251459 1.1364061979317
0.399744390921643 0.00164268430988115 1.23826929148599
0.708122675532195 0.00183406666681493 1.22699164555715
0.957731637868047 0.00555303568493467 1.11967754951161
0.808078137444425 0.0577032221177554 1.03033471264547
0.696148871899465 0.0229351104914746 1.08030051582373
0.9771353773289 0.0529461401273363 1.00145168782528
0.565768687549587 0.00103719906559366 6.6995842413795
0.275366208218862 0.00130460908068339 1.31532739719798
0.976839005472103 0.00169194350467342 1.17906534296356
0.845649854040365 0.00260186633271617 1.24531133892949
0.50383615516654 0.376763867669452 0.954912446370402
0.970166197686102 0.0162329948863733 1.23068654064391
0.80525899169672 0.00268806914902411 3.11567644514173
0.345659239630514 0.00103532159004643 1.23424259819411
0.0811295280251543 0.165730261448682 0.975840523803736
0.500857886802763 0.00612095137860308 1.09352816915754
0.180479242249919 0.0148766005277567 1.10963132355885
0.118889553172757 0.00286685868482896 1.17030765308245
0.199245772331911 0.0103273213641434 1.07843409568932
0.0432780260956837 0.00316241334338377 1.20679252221222
0.8558693639447 0.00239986200398637 1.72532015521675
0.102142067463729 0.00725894758629249 1.13433625544977
0.659150053595792 0.027839538464882 1.05519159523856
0.136189131208436 0.00946582771677893 1.07580640890592
0.963774638808393 0.00629694528893009 1.12335281175823
0.0770112227931692 0.0654991427563384 1.01561984919317
0.750663737278423 0.00310502922852448 1.14141083661986
0.929939779068741 0.00273929127952738 1.31542009269768
0.872924873838322 0.308115922038942 0.946286151669815
0.790926321399837 0.0042982175379723 1.10243192495962
0.82032322504891 0.362590847306472 0.961891987866752
0.935158336357365 0.00114325970663349 1.30030049201628
0.77132652075593 0.0186830882482754 1.05987592227038
0.51144567637363 0.00493522637599019 1.16052339682041
0.686444086371245 0.223595765533697 0.97970294528755
0.327144351095033 0.00250888957460711 1.19441769493582
0.0886017578823662 0.00806557078130411 1.11582888894442
0.925889935780939 0.342035292113221 0.948879640650073
0.223176626536006 0.00470241341430248 1.16575690610082
0.264073948396081 0.00389020209560763 1.12126703627635
0.193442092628917 0.0665072863255477 1.06567039665461
0.442322050144637 0.00903121839252038 1.09965247451554
0.236363978928398 0.0616779663759467 1.04372914485427
0.811124802353518 0.00460855344213764 1.17656851692005
0.615385461586 0.0161696357801182 1.0728337147937
0.492862620558236 0.002162323150891 1.16122968353133
0.864618063345493 0.00415507499604937 1.15544390408014
0.870580142486813 0.047701042379324 1.04524736589013
0.249553460758213 0.0387756025627685 1.07849064050112
0.65852075606533 0.00149722890418331 8.31568855168194
0.435775328889995 0.0118386310738893 1.12386557799036
0.965771527807191 0.00136149892976691 1.24788816778138
0.648034529816816 0.0099107548674107 1.15066158203149
0.293168665635224 0.00163967234468813 1.22856543700121
0.970084297035349 0.26169896933586 1.03587773190141
0.900426518598681 0.00520214340004351 1.16032129243488
0.947818965822648 0.00301729853041474 1.21858385769263
0.791985085247841 0.060860039194233 1.03074029867318
0.217855351591169 0.0199499589013062 1.06627735074886
0.958966087922303 0.0013258630828063 1.20185427511869
0.047190544982175 0.0409030347221963 1.06513849292284
0.647237399341931 0.00207955306726334 1.15956221554916
0.5760725011351 0.0202358516263667 1.11938597815708
0.185153380282065 0.0090902224770809 1.08323286694552
0.527245548952828 0.00332512399221273 1.20199579893745
0.996134067605444 0.0277793445755634 1.05405016706393
0.923901823622235 0.0415851371526988 1.02889388405595
0.408019084428591 0.00195779436110998 1.15748262103662
0.0904529799479249 0.00750198622070485 1.10741067697009
0.260021577021428 0.00261750698677516 1.22507700094507
0.958572140764632 0.0212011973329301 1.08367787050621
0.951569874026194 0.317325745971124 0.941811352692969
0.9744093933046 0.0074074040745684 1.16638533692603
0.860850671837563 0.00316897440492996 1.20849669147984
0.245282533035373 0.00266820993870012 1.18867403627391
0.989872556969293 0.245224679431676 0.94561107934478
0.885928196197338 0.010958479942797 1.07712776900876
0.956438736277543 0.287464810733218 0.947018254280216
0.0170389065258146 0.00515065334939453 1.12715317630692
0.967210963441979 0.0489650857423202 1.2232261800685
0.93602187394382 0.0934123153024826 1.02675540201507
0.911208118144248 0.0013557505088126 1.15325835813613
0.863782948044286 0.0077660940873784 1.10658969256485
0.607912637808871 0.0198545229991226 1.06863057056212
0.377669694123797 0.00108586498502312 1.21266917649266
0.607947018507188 0.994465358743479 4.14604579636404
0.0814484187274989 0.0100509731302421 1.08892095144636
0.360000597593098 0.00332766838542448 1.17323876267707
0.798553031063428 0.00551213781680452 1.10331272041454
0.65266019544105 0.00681334691271305 1.12165521735209
0.332755375478453 0.111846715792829 0.988630619097215
0.0215765212340181 0.00254001704449144 1.23774265297211
0.0295039150599692 0.018594037580709 1.10184316965943
0.029985081680745 0.00268139169850357 1.22317395860185
0.316613643764295 0.0552547195240283 1.06606950776665
0.183105037972804 0.0313756993781224 1.05034312068973
0.784709121565441 0.673628099449254 0.926411860370296
0.340053824121778 0.00124445314413133 1.28460615240544
0.35280838088962 0.00706839757240281 1.11257893950968
0.27134168200296 0.00366164484828995 1.15867618195585
0.913158505548595 0.0231609408867028 1.11057618536503
0.0373821173885445 0.1309277869434 0.989850028567755
0.36562125711047 0.00171740832894137 1.21562491529634
0.955102311536431 0.00181943245963969 1.28834106406283
0.961112766986072 0.00241334249200255 1.12665137612435
0.886364652615008 0.00230304830610881 1.14425005272912
0.660113912538114 0.0196404454243444 1.13716318041031
0.13559052412763 0.00178946234340153 1.21839413360863
0.812564360323934 0.0328673631572147 1.04027216882873
0.0153248246705705 0.00967788802231298 1.17166009365602
0.772516003510272 0.00251631846196233 1.16856462778869
0.779989196905848 0.282509088888227 0.96392068417773
0.752789462310209 0.00261192390426239 1.20131972119336
0.715222492288456 0.00152168855099871 1.14966327904926
0.504045530056675 0.00432665560259849 1.17395649885166
0.267197326867539 0.00152707185456047 1.14748581522613
0.432841442309251 0.00793094759812647 1.16223674657273
0.155875326210344 0.0423701361417853 1.04731839942209
0.226638372578015 0.0239898416956893 1.07640094593262
0.31005200104186 0.0010237031145688 1.2374847613239
0.975632712180111 0.00346954523831771 1.25483562777642
0.544043969075744 0.0560285124044102 1.02919192245672
0.0768967967473905 0.0629983613086245 1.01222275619595
0.394131038698987 0.0328401257355554 1.05072307712843
0.657808373476015 0.00464770898138288 1.14013026629983
0.933827331665616 0.0109823832010918 1.08520180381662
0.914302501539947 0.00631130099041241 1.39972213465133
0.359460504657959 0.132631266708981 1.0153006924956
0.312532157585467 0.0105869237400455 1.11050278232785
0.551961459776847 0.0172342454901066 1.06576795220459
0.328303378102477 0.0079405434919221 1.17496996244865
0.416140132480357 0.00589097917524046 1.10419078761528
0.952450168907428 0.0502016021528851 1.02178505444659
0.739888555980062 0.366085517246848 0.94013238822571
0.568857546014623 0.00205319643848999 1.15581107398148
0.090736335535628 0.00173679330076778 1.263256740211
0.280761009998816 0.00182346880038414 1.1238110248162
0.916319975680601 0.0478395009029747 1.02595319765175
0.854142083050064 0.00115569568125642 1.19786592496815
0.925997795591087 0.00171290373643676 1.37483897150977
0.520878194402267 0.360640059753305 0.968344502249761
0.644349439245858 0.0267659873100716 1.09442449219741
0.875466765489612 0.00230981152069495 1.16042993537503
0.928152752298679 0.00764344866195086 1.32946299762033
0.133332230684364 0.00188111823838978 1.20457769922435
0.302689552144316 0.00208336195327968 1.1800613886658
0.303220227426396 0.0241761922151339 1.05410157843246
0.818259818323119 0.0198978420822028 1.0424943793266
0.0830646495098176 0.00342487504165124 1.11619838783904
0.170419215201089 0.00319020741666055 1.1945271626895
0.2795365515498 0.0233798579365519 1.05526051294366
0.934084273597323 0.00460965733533836 1.59101702357474
0.593762205214576 0.00920092941135161 1.11384337356521
0.549708921866226 0.0082595260011872 1.11863861135123
0.0267391504095935 0.00965573845142084 1.21091746458297
0.311054643472842 0.00536561393411258 1.12124520512699
0.107647592564564 0.828581420203732 0.871435669685165
0.428863933349138 0.0102894795456625 1.08428431828296
0.918573038831293 0.00145057559245013 1.19952803722809
0.582502047354843 0.0145834251718704 1.06993811377919
0.190717211558892 0.0448554256231157 1.04252316077567
0.719906133594368 0.00561559223092135 1.16969504874875
0.776513527109991 0.0289391510126322 1.10016262567078
0.346810961786952 0.00309577361192575 1.16597020091603
0.865229712373352 0.0398955410857227 1.03399716418498
0.789479364106484 0.0628307082444006 1.04645812336831
0.970752288096524 0.032458623969076 1.1747068711443
0.595333456523745 0.148953170353348 0.983243270637913
0.876129349071563 0.0064773168284426 1.14509096735297
0.352272297440423 0.00451267615362247 1.12887892087641
0.598911832705071 0.00290895280653066 1.11249871208083
0.801423222058338 0.059773098899404 1.03328196126213
0.661693044361309 0.00208374313780003 1.19947169641871
0.302049420157114 0.162637824388497 1.01024068351699
0.794357359066726 0.0324895245048878 1.04456485507338
0.68857824025425 0.00389189902652184 1.12461617945484
0.0918064214194014 0.00148121492392219 1.17133201525119
0.633065136962528 0.0153036159921217 1.10955234270738
0.680463232849672 0.00124014959030697 1.17357686459377
0.464344227639776 0.00393853091640932 1.12462718616795
0.498752145924139 0.00632267077955615 1.13621738460067
0.17431282064471 0.00219621022553317 1.16566218737554
0.682452477368282 0.0200644445517856 1.07461102763198
0.325163385687438 0.153123673159237 1.01175175327276
0.881945978022495 0.0100128858630277 1.10893502572411
0.540053775253996 0.0284483828058685 1.05805657577151
0.0855152081913236 0.00173688001614704 1.1667429166789
0.825091778589302 0.00122568830065651 2.9267935505951
0.565730931051056 0.00385558552318772 1.18045422415071
0.643741305715823 0.00676203744381832 1.12819132536906
0.159451172461712 0.0322912658469825 1.03840735281432
0.815382850561815 0.0016701598503494 3.29140329401131
0.721130387531559 0.0183129068991151 1.12733710556396
0.749769213877692 0.00197150952644708 1.17104143772509
0.188975806762344 0.0159698989362249 1.11372179156691
0.797189727463387 0.0181797930906877 1.07973598255039
0.659853307527659 0.00638472582713404 1.14185551258267
0.723902953661375 0.00198185449475123 1.19081827680582
0.636236719748432 0.0144765320006931 3.59909366297186
0.200900973886949 0.00103996412267017 1.18591294293892
0.295510276958218 0.00129804680135838 1.19104111751366
0.356241984982106 0.00179724578070604 1.19245609154114
0.882919318613167 0.00137431301682719 1.23009905477164
0.829544519220097 0.00148939694742459 1.17844780432276
0.581950361322224 0.00660297633938556 1.12723667001881
0.825537122418292 0.0110899924417615 1.06622421851817
0.0718155021786298 0.00793300418066871 1.29097194586535
0.250967424901963 0.043343493392015 1.07904603833282
0.975396527888019 0.011929436576821 1.20659249614374
0.447205061035671 0.00186729316768637 1.22958515366086
0.1434809183853 0.0285229093346949 1.07581520617013
0.691167523888089 0.00127730723771075 1.18134531153699
0.938256793902971 0.302993543866537 0.973737548004453
0.871615464819695 0.00444941582295412 1.15453820173561
0.445935327375172 0.00474149573197676 1.1092933349686
0.204014654661805 0.157767060405489 0.989537469893159
0.173249739300757 0.00240068232672218 1.21224293195799
0.274124071603328 0.0184637930291776 1.07443862285095
0.603772110540784 0.00287684802016178 1.22367831560063
0.284022072953565 0.229985015337986 0.969922837190356
0.103517623761313 0.00324134617258164 1.20565758866238
0.434416906230749 0.00312621769702455 1.15372840713905
0.343538729085765 0.0135816088691616 1.08754424128636
0.525487298290975 0.0263124269487619 1.10234768242139
0.423655636501277 0.292898570930934 0.977069693735269
0.884883995125432 0.00108076724178774 1.14930554765186
0.230609419057721 0.00216529956842369 1.19017741222811
0.46194176976616 0.00936813714415041 1.10796961822248
0.159467450202341 0.00279281100773241 1.14512264730445
0.612690540343256 0.00725293694492693 8.12831711164595
0.742577393328545 0.00187994146462418 7.34756082327179
0.700329944230371 0.319701967256826 0.969866769529006
0.274420489703044 0.0150190010469266 1.13380705468664
0.975298417435125 0.00351945475026849 1.19071025420901
0.8685558083434 0.0366018886780668 1.03297218070096
0.53073924736502 0.0024316232076562 1.18978936827041
0.164248856325006 0.001516896664107 1.25553183175602
0.185906230214373 0.0020322235878864 1.19138662700551
0.206600396485912 0.020392626832951 1.05970272539493
0.0872696296729346 0.017950000849189 1.11556600162108
0.039763553262752 0.21153533079393 0.951920965487657
0.824439523614692 0.00295630913321989 1.1574315100517
0.596777937403955 0.0151015608636339 1.05377006942955
0.473424262727922 0.00287122685784218 1.1686215089437
0.192020930799875 0.107958337811639 1.01822560068321
0.27247591671679 0.0778016946436795 1.02996790191798
0.634093930712526 0.00100286227004069 1.18996355998651
0.213509023402604 0.161737806778521 0.986682700888007
0.49916972522286 0.0300617504347842 1.04105354870802
0.0443463969284728 0.0071992268993117 1.32809911070304
0.877466058521655 0.359027013762434 0.93973698066055
0.275933787529729 0.0278204666839763 1.06037746234891
0.786555058323874 0.00359591707687397 1.15274925217547
0.19677479964628 0.177937845049656 0.982449360645169
0.731256748829831 0.173037335747362 1.0061569200768
0.607256814648639 0.0940263212950276 1.01140284804103
0.785241842767087 0.0619395444308905 1.04180031168344
0.544054960277979 0.19007699256484 0.980039341582487
0.226817839798345 0.00466088025138557 1.17332373697213
0.74475909867544 0.0441839639187409 1.05007032410009
0.504209405013008 0.0611081124670717 1.04730467159242
0.832912881230867 0.107087902362394 1.01892765957019
0.886971512949167 0.0285939654680432 1.05734835137841
0.495794973525453 0.00130185148504923 1.1598226145148
0.0106551365164077 0.00149044858309424 1.19884052227853
0.674288667762279 0.0103286114384944 1.13936402367352
0.661334478968715 0.0118028834056589 1.11821632851957
0.556551670786284 0.464975629668176 0.935997883449524
0.948465223840739 0.00605299902613878 1.12526386952829
0.0283954571731341 0.0806743351904349 1.01928694730291
0.721194858224243 0.00374369573365013 1.1446367360792
0.428277889689117 0.314310585949205 0.971130104442061
0.109533446110649 0.0027786966568934 1.20051407189913
0.874000865461574 0.00905843187026964 1.16021929725794
0.963926609458235 0.0644779642246713 1.01697296052647
0.726279905435273 0.185254308776998 0.970845641906226
0.267186126139405 0.0885282342366261 1.04299631862592
0.527110303339139 0.00311253610269242 1.14490345235309
0.656829479553069 0.0140206759672375 1.0849467501113
0.213393101345299 0.00429446934472643 1.13568456085533
0.98078750920778 0.0441490414010452 1.0596579312047
0.687824577468513 0.0107421241320901 1.09965279584485
0.621711108003052 0.00832713569924819 1.10379185002785
0.626392452848658 0.00907069920468916 1.09397578740254
0.942898997880418 0.0954563911920789 1.03849657599478
0.672094014085881 0.0968810468946811 1.05046405060212
0.714524797336902 0.0343061732385421 4.88852975533398
0.948892297791822 0.00168633643122914 1.18142396368069
0.698653259186243 0.0261452826968725 1.08603435101734
0.175290856397358 0.0131415000442024 1.09085191999295
0.7378744231595 0.00149654906876008 3.67582271944042
0.376497217088396 0.218209969502371 0.988519051705894
0.30809327277773 0.0221098909219975 1.05197666491347
0.831798404195011 0.0024732121118083 1.13433288520534
0.842476153807755 0.00292650490392492 1.19857259992951
0.459606961971683 0.0081082862252822 1.1313799202133
0.452260167371182 0.00387149283980716 1.12619754122137
0.588203842869857 0.00960084881505409 1.13421798974447
0.738973855300278 0.0032010705575037 1.16795783262816
0.0370152928976989 0.00111169387377857 1.19216458609771
0.818914267665982 0.00200200642241173 1.23017539738953
0.324342042192491 0.00496432944513955 1.14036853774388
0.673753899610257 0.00160715570540279 1.16926331451378
0.630639023176319 0.00311626425128646 1.17219050442209
0.949876269147104 0.00143563554304147 1.24301966998809
0.454671598354585 0.00628972092970196 1.15301718149939
0.779832933152731 0.00957213692708454 1.08417229344125
0.560559095396721 0.00262054920469973 1.11323258489445
0.823438351122769 0.00235462981518913 1.1784838593346
0.746540237941855 0.106746647192119 1.00602775806915
0.889786849321118 0.00202995189646225 1.15233517522008
0.433453971100975 0.00126126774038838 1.21803781233027
0.352573750549997 0.0206750682224561 1.13239402048299
0.67597377733244 0.0644612729591283 1.05939948230571
0.949208592118005 0.00644098226209462 1.27565929166365
0.751123147346885 0.00893987908626958 1.12034516979946
0.193150052474254 0.0541774569197633 1.0264392656935
0.28889338322648 0.00154587605316183 1.16142087718853
0.444058595547245 0.00206289813897416 1.18449239086521
0.572501557219812 0.0118330579915998 1.08739975399169
0.252480164670826 0.00385372302771763 1.13441540199741
0.471112693706442 0.00156205514903185 1.204681480274
0.274459901109644 0.00261167126540707 1.23720093921139
0.646491318027573 0.00254966253386973 1.1959336598007
0.909392384770244 0.00461012403197746 2.39505268385586
0.480480480588983 0.182927634706231 0.974773678836716
0.960765722585121 0.0113941220020904 1.22728177583994
0.150749682505557 0.00169735299093263 1.24816749066666
0.862534848614377 0.00429148726030275 1.12419657808266
0.554680155109477 0.00271518930320839 1.19568701015186
0.516097596329395 0.00240299411452844 1.20966141279356
0.764434642141875 0.0577963614711007 1.04652755300298
0.515059188347581 0.0100315172010298 1.0875878556853
0.70005157794583 0.105280943640977 1.02363313633022
0.830190423258466 0.0175951945253693 1.13073037041639
0.124154391766838 0.0658350762262565 1.0424242032207
0.45235867980536 0.00350712165547873 1.14994281930462
0.140488136316659 0.00525844370345106 1.16363267832007
0.277693957374328 0.193696910082677 0.981540250025957
0.626234209541363 0.0121698593215821 2.94195964508426
0.737926259946568 0.302667821290211 0.959297479996394
0.033445839622338 0.0100969006719834 1.07980237808404
0.612058050905639 0.00203068714052378 1.182792642343
0.52972353948409 0.01667899477011 1.12861281922499
0.312122668593541 0.00134701922127947 1.18409841119052
0.486595874758158 0.0544995765577667 1.03007785314795
0.517181890388197 0.0542518136985927 1.03789100976983
0.960551562973177 0.030640956452026 1.05830994131412
0.472538908604747 0.00841597084185374 4.63754994624536
0.329932203895615 0.108888834179465 1.01930709919242
0.949710156788159 0.00396656931971097 1.21964417277721
0.154994088395533 0.0162174891776969 1.12450468347033
0.450763068174035 0.00183114217360439 1.19318696796518
0.0590956621099444 0.00283450215858712 1.19271713270222
0.0340146789376942 0.0158628021031098 1.12966102474681
0.800162449219458 0.0133226927427676 1.10641982806664
0.955278834350047 0.00268139860221026 1.21750677710634
0.973500707827873 0.00561410069365137 1.20122609465615
0.34539729549227 0.0389791656788114 1.0904018639672
0.531803040410135 0.148209226408974 0.98805131191879
0.354294921675609 0.520627318352247 0.932941652560454
0.820151429032285 0.00304940647631699 1.15268176236149
0.965247149308598 0.00312437365728892 1.19583194746062
0.802249102304456 0.0328806006202593 1.04128046134348
0.835578342678574 0.0184891328345797 1.06953935606675
0.399279294338783 0.0446264386808466 1.05239093155224
0.971331560126643 0.00785356027016315 1.15121118935489
0.102416785947384 0.136653457204746 0.994883594894773
0.757268167034233 0.00859904634020908 1.09112035398629
0.290664153728464 0.00230892340368033 1.14975068199063
0.08413634750576 0.00291002415301565 1.17405527003137
0.975009491611412 0.00174971593593358 1.23842246663251
0.859627480640838 0.00616307369991223 1.18847556265313
0.482004547342376 0.0444950862239178 1.02795298356444
0.837737402394768 0.022123900303023 1.04075025022691
0.603345287969399 0.00138438220459981 1.17225769905482
0.537995985949599 0.00220023782792988 1.17593102591154
0.0619289093610438 0.00479322321163029 1.14655692492789
0.0330317030171425 0.064380836612756 1.0157609782218
0.189960844471973 0.0596988751137356 1.0996562131945
0.152930995343057 0.0517642416210462 1.03393898677713
0.353063931286181 0.0135956226719121 1.09294021007712
0.937614065363676 0.00375038587838841 1.10924655850533
0.989058107060106 0.458027181319217 0.837445250030593
0.61063468682519 0.00145320772092107 1.35501068989842
0.841111445902528 0.0022109682262519 1.29684213506603
0.0806824575563838 0.00267488964860437 1.21885940702079
0.101873876181942 0.502204231376726 0.91669824491291
0.675799480216531 0.0247182608962322 1.08816305813245
0.447929163094227 0.434548027577494 0.932976394134654
0.613164740622459 0.0206247492214625 1.12358003515639
0.318448850515905 0.00121803641817948 1.18189094813659
0.626257450233068 0.00365652696537827 1.13206204280964
0.317643868517291 0.00194170854926351 1.20752868051051
0.106245014204827 0.00508655491697541 1.1258921456027
0.738168839798629 0.00224718571411788 1.15973544985354
0.874361010906221 0.00300976599516634 1.22420856385875
0.78165238792004 0.01024564396141 1.10847869537425
0.455629549022427 0.0113231321121204 1.09617332507517
0.723843847989773 0.0429434228704784 1.06106010124762
0.466710572456785 0.00549226257958533 1.17854534630192
0.233506441124701 0.0700451076939648 1.07447994348288
0.0152751585853357 0.0779218788083805 1.04329955081115
0.398637427748342 0.00714951508151401 1.19709178646196
0.257526975370036 0.00359297753210465 1.15502508236977
0.0336184903568122 0.0510675635530797 1.06784661465003
0.0695131411631044 0.0148363426897439 1.04942685503912
0.35112190211629 0.0658637570516163 1.07090522341694
0.129666535079327 0.00287782539688663 1.19491188132169
0.275512521589195 0.0918819453133872 1.03120837705389
0.511775074844738 0.181555310476984 0.993180678627193
0.163214621769692 0.0016581851819208 1.20185460354596
0.373759507249411 0.0072132744336905 1.10811720436923
0.0331585482507021 0.00273717976737644 1.20663917531325
0.0186540578313782 0.00553857563162531 1.2232699734892
0.912691558974364 0.00352623284662054 1.18974430847829
0.482805377353445 0.167500812581648 0.990509621225911
0.8106210742414 0.00376058515793098 1.13626867459029
0.968391726350654 0.00605813558020695 1.09758801903693
0.795090326224752 0.00248395361837454 1.16806407265532
0.257725219380188 0.00140496383574993 1.17312118318912
0.397712437793834 0.143967727005384 0.991715257951502
0.251986963980456 0.00106700897328782 1.20465620247364
0.857682629385134 0.00172624631250415 1.22497404979044
0.76634909038218 0.0134323206913081 1.0715611645416
0.0479564732652246 0.00205184808689956 1.18012813102323
0.028165410532304 0.00158465770393426 1.16273032642
0.105869078547406 0.00853008698426227 1.11469351191802
0.707942867573159 0.00556375505119807 1.15711925120133
0.342125388638574 0.0204104623072863 1.06515666664128
0.32915797826525 0.0118536224923981 1.13406800194869
0.899564429934674 0.00800580418023926 1.7895722428229
0.429507212252878 0.00226853391942874 1.19076679012307
0.769871688450569 0.00283641178595986 4.15705413819995
0.911766807017173 0.0198062848529665 1.07884237807719
0.0772618530299409 0.0299330568620498 1.06905580751559
0.658081935984133 0.0014148221271413 1.23199676163839
