t p e c Co bottom top edges Q NODF NODFt NODFb m36 m6 m76 m14 m204 m2184
5000 0.5 0.0127427498570313 1.12883789168469 0.2988 50 50 747 0.325570017687887 0.181048872972196 18.6309385820561 17.5788360123831 0.0989387755102041 0.0992979591836735 0.0668901291128696 0.0371224489795918 0.0169202832153269 0.0339836734693878
5000 0.5 0.00297635144163132 1.12883789168469 0.4676 50 50 1169 0.21234471055445 0.269015727658016 24.0182423358797 29.7849031957236 0.23229387755102 0.228277551020408 0.197894210745523 0.11560306122449 0.0640526447313619 0.119966326530612
5000 0.5 0.0784759970351461 1.12883789168469 0.1432 50 50 358 0.529977216691115 0.102682541947848 9.18599337170765 11.350515017862 0.0229714285714286 0.022269387755102 0.00831187005414411 0.00354591836734694 0.00150603915035402 0.00402857142857143
5000 0.5 0.00206913808111479 1.12883789168469 0.5164 50 50 1291 0.242518514340777 0.259225035663521 26.8033163226902 25.041690810014 0.275608163265306 0.268832653061225 0.231684798000833 0.141295918367347 0.085250478967097 0.152078571428571
5000 0.5 0.00206913808111479 1.12883789168469 0.4876 50 50 1219 0.195509168813987 0.246223969365828 22.7928607494332 26.4519331237324 0.252751020408163 0.24974693877551 0.20098625572678 0.131851020408163 0.0810995418575594 0.136577551020408
5000 0.5 0.162377673918872 1.12883789168469 0.1156 50 50 289 0.489948635672466 0.0810413316841888 7.58588214506582 8.62238419177195 0.0173551020408163 0.0154612244897959 0.00582823823406914 0.00233673469387755 0.000895626822157434 0.00311836734693878
5000 0.5 0.695192796177561 1.12883789168469 0.0408 50 50 102 0.680891964628989 0.0367176870748299 3.03401360544218 4.30952380952381 0.00187755102040816 0.00248163265306122 0.000326530612244898 0.000285714285714286 9.32944606413994e-06 0.000125510204081633
5000 0.5 0.0545559478116852 1.12883789168469 0.1592 50 50 398 0.386846291760309 0.115203089993906 11.7251161536876 11.3155018450937 0.0293387755102041 0.0378285714285714 0.0143660141607663 0.0120836734693878 0.00371978342357351 0.00593571428571429
5000 0.5 0.162377673918872 1.12883789168469 0.0948 50 50 237 0.598408374726273 0.0625689990281827 6.31904761904762 6.19475218658892 0.0100571428571429 0.0100081632653061 0.00237367763431903 0.00115612244897959 0.000463806747188671 0.00112142857142857
5000 0.5 0.00297635144163132 1.12883789168469 0.478 50 50 1195 0.203839568635003 0.274332626586616 25.7272606971023 29.139264620221 0.240995918367347 0.251134693877551 0.200205914202416 0.141347959183673 0.0766713869221158 0.126733673469388
5000 0.5 0.233572146909012 1.12883789168469 0.092 50 50 230 0.634669187145558 0.0586025267249757 6.57424684159378 5.14625850340136 0.00956734693877551 0.0103183673469388 0.00248296543107039 0.00137040816326531 0.000471137026239067 0.0011030612244898
5000 0.5 0.001 1.12883789168469 0.5516 50 50 1379 0.187927163959969 0.279013685541264 26.3308020272865 29.4719350809664 0.324195918367347 0.313469387755102 0.247860724698042 0.182037755102041 0.123934360683049 0.199436734693878
5000 0.5 0.0545559478116852 1.12883789168469 0.1912 50 50 478 0.482895957703822 0.128865153681923 10.9558925201782 14.8171382162063 0.0402938775510204 0.0419591836734694 0.0185775926697209 0.0101244897959184 0.00434285714285714 0.00900612244897959
5000 0.5 0.00143844988828766 1.12883789168469 0.5704 50 50 1426 0.166238499987214 0.329171249868872 35.5974538400352 30.2367961337392 0.336571428571429 0.343559183673469 0.284562765514369 0.212231632653061 0.131676468138276 0.202809183673469
5000 0.5 0.00885866790410082 1.12883789168469 0.3564 50 50 891 0.238450095165396 0.215216331630449 20.6002377489988 22.4430285770911 0.141485714285714 0.143510204081633 0.111169679300292 0.062180612244898 0.0297356101624323 0.0603326530612245
5000 0.5 0.0042813323987194 1.12883789168469 0.3448 50 50 862 0.327498775308057 0.222669856731346 20.5913684088933 23.9426029373759 0.129126530612245 0.137208163265306 0.0813900874635568 0.0582183673469388 0.0322858808829654 0.051130612244898
5000 0.5 0.00615848211066027 1.12883789168469 0.3964 50 50 991 0.266705088480482 0.242921418113883 24.1016889741976 24.482594648579 0.169208163265306 0.16814693877551 0.133363765097876 0.0757020408163265 0.0388444814660558 0.0759357142857143
5000 0.5 0.0127427498570313 1.12883789168469 0.3356 50 50 839 0.292821211471174 0.218481261550352 20.3435881406211 23.3526641694493 0.121534693877551 0.126024489795918 0.0911353602665556 0.0497265306122449 0.0232483132028322 0.0462551020408163
5000 0.5 0.0379269019073225 1.12883789168469 0.1852 50 50 463 0.460803567680028 0.125912252146946 11.6496242807199 13.5328261486693 0.0419918367346939 0.039330612244898 0.0203022074135777 0.00944387755102041 0.00345256143273636 0.0120479591836735
5000 0.5 0.00297635144163132 1.12883789168469 0.4616 50 50 1154 0.191977869155285 0.313074536532792 31.0066384823549 31.6082688242034 0.232587755102041 0.236310204081633 0.185537359433569 0.127239795918367 0.0737506039150354 0.124310204081633
5000 0.5 0.0545559478116852 1.12883789168469 0.1716 50 50 429 0.555218674099793 0.106655664063827 9.54779687432749 11.783335938438 0.0308244897959184 0.030530612244898 0.0115478550603915 0.00551734693877551 0.00268621407746772 0.00567244897959184
